video_id,comment_id,text,author,like_count,published_at,channel_id,channel_name
rIAZJNe7YtE,Ugx9JAXSPtNIVLv-o6Z4AaABAg,"This was great . Thank you, there is a deep feeling with most my age with two brain cells that the older generations are holding something that needs to be passed. Us younger men are dying for a goddamn purpose",@Juttargoe,1.0,2023-02-27T01:26:48Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
rIAZJNe7YtE,UgxVhAs7FVrzEQzuAO14AaABAg,"14 is the Sum, parallels total, of every throw of a pair of dice, notice taken Eric, no? A truly &quot;fortunate&quot; number.",@christiandoscher1016,0.0,2023-02-26T09:26:27Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
rIAZJNe7YtE,UgyrqoHf76KyGP3bT-x4AaABAg,"Wow, my brother in law worked with the awesome Prine, but here&#39;s Eric saying wait upon the lord. And Lex is young buck.",@christiandoscher1016,0.0,2023-02-26T09:11:36Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
rIAZJNe7YtE,UgyjknDYd14r3XZGiPJ4AaABAg,100 percent on the present Antinomic circumstances portrayed as the set.,@christiandoscher1016,0.0,2023-02-26T08:55:14Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyrEhf_WtXOUO1bAWZ4AaABAg,"I wrote this song yesterday, thinking about the time we&#39;re in, about my grandfather in WWII, about the strength of community and the human spirit in tough times.",@lexfridman,664.0,2020-04-06T10:23:41Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxzGkWc_RcG1_RuFz94AaABAg,Bro is that one cousin all our parents compare us to,@rudecanadian1020,1.0,2024-03-16T02:18:06Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzWp7YGrHfCZEILRRp4AaABAg,"‘The way out is love.’ So true - So emotional - So heartfelt.<br>When everything is stripped away, all that’s left is love.<br>Thank you for sharing this beautiful song you wrote.",@Lyn_OrchardChild,0.0,2024-02-02T22:32:23Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzVLrm5Yf6ps-x9nIx4AaABAg,❤❤❤❤❤,@neelamkrishna7445,0.0,2024-01-23T05:51:33Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxAn_KWNNSS9PlStt14AaABAg,Ain&#39;t no way you frauds actually think this sounds good. This guy is a shit singer.,@c-sr8ky,0.0,2024-01-07T06:49:53Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxDQh8F-TMWcBfrOP14AaABAg,Beautiful,@angelaparente4470,0.0,2023-12-29T03:01:02Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxZSAO4_xqljLhX0S14AaABAg,"<a href=""https://www.youtube.com/watch?v=1PP-seI9D9Y"">https://youtu.be/1PP-seI9D9Y?si=B7_ErA5DREZ1etvN</a>",@garybill1,0.0,2023-12-23T23:39:33Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugyw5O4l_co5H4oG1Eh4AaABAg,"<a href=""https://www.youtube.com/watch?v=pvAvuNWJ8AI"">https://youtu.be/pvAvuNWJ8AI?si=Wnq0UgVc1Uog1ieH</a>",@garybill1,0.0,2023-12-23T23:37:45Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyYs14v5a2Bojzs4bx4AaABAg,"if van Gough could hear this , he&#39;d cut his other ear off🤣<br>who is the most fascinating person you have ever interviewed?",@johnmcguigan6717,0.0,2023-11-24T23:19:49Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugx6uZtogbFajCMcwHd4AaABAg,Beautifully written and sung... just love it Lex!! May there be more songs to come!!,@idatong976,0.0,2023-07-23T00:21:22Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwzOrEzSJcGZEgrUml4AaABAg,I just started a podcast of yours from 2018 and it has tunes between the introduction and beginning of the conversation which I thought was really good.<br><br>I know I for one wouldn&#39;t complain if you brought some music back for that transition instead of just silence (though I&#39;m not complaining).,@Daniel-Davies-Gonstead-Student,0.0,2023-07-20T19:26:54Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugz9wWCcm3UIDP71OMR4AaABAg,"Thank you for putting this together so eloquently, Lex.",@davidbrewitz,0.0,2023-07-11T02:07:55Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugy0VuKsUNt08O_rexV4AaABAg,❤,@originalbjenk,0.0,2023-03-19T14:53:26Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyBne7leD5Fg7hcJRF4AaABAg,my grandfather was sniper in WW11 at the age of 13 in poland. catching all the really bad guys,@nicoleogloza909,0.0,2023-03-14T02:06:17Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyC0RLYQgMRABNZJht4AaABAg,Prima!❤ Soulful lyrics from a soulful guy!,@lc1695,0.0,2023-02-28T00:05:24Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyYtmxOeeSIfWcOyK54AaABAg,This right here is the channel of a man who is fascinated with the life we live. What a time to be alive.,@burkebaby,0.0,2023-02-15T05:13:25Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzwaGWlonY1hgS0vrJ4AaABAg,Happy Love day. Thank you again Lex.,@libbylepage2323,0.0,2023-02-14T03:24:46Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyoWeUfY7ofWu8urjx4AaABAg,I really like this song and your singing voice. You remind me of Tom Morello singing with the Nightwatchmen.,@imagesnatcher9676,0.0,2023-01-21T04:08:37Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxucdzAj3zcQMieq2t4AaABAg,"Lovely song.<br>Sometimes the way out is indifference.<br>Some people don&#39;t respond to love.<br>They think that it&#39;s a weakness or something.<br>I&#39;ve gone the extra mile for different people.<br>Some can&#39;t even be bothered to say thank you.<br>I don&#39;t know what to think about love anymore.<br>Love is beautiful though if you can cultivate that in your life.<br>I&#39;ve had times in my life where I felt love in my life, like I had a piece of heaven.<br>I was actively cultivating love in my life.<br>I had the biggest dreams at that time.<br>Life was magical despite the tough spots.<br>And other times, when people started changing, where my heart felt like it was going through hell on earth.<br>I had to come to terms with the realities of life over the years.<br>I don&#39;t know if love is the answer.<br>Maybe beauty is.<br>I don&#39;t know.",@georgetacarmen8824,0.0,2023-01-16T16:21:30Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugz3wsyAs1xLMOyJpgF4AaABAg,You amaze me,@bengopoyan85,0.0,2023-01-15T23:23:14Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxsFZ506uD5UXYi5Ax4AaABAg,Lex you inspire me every day! Cambrian rabbits ❤,@leopcat219,0.0,2023-01-08T22:30:11Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwtvpHKKomnOlwR7Ed4AaABAg,We wouldn’t mind if you read us poems/stories to sleep either.  Tyvm,@yellowleaf28,0.0,2023-01-03T07:54:17Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwfD5eds-S2gZBpBrt4AaABAg,Aaaah “The VOICE of COMFORT &amp; SAFETY!”<br><br>When the Lord tells you to “Chase David” and you stumble upon Lex Fridman…,@kenna3897,0.0,2022-12-27T04:17:28Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugwdfvq8S_pRaI4HACN4AaABAg,Hate and love were all there…,@libbylepage2323,0.0,2022-12-24T11:44:31Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwQhKZtD93rnmr4_gR4AaABAg,Lex. U need to relax. You’re a lovely young gent. There is nothing backwards. You have them all in your soul. Forward. Onward. Mostly to Mars from here. &quot;,@d.b.7724,0.0,2022-12-22T10:13:25Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyBFjsbvgKxWKlAiT94AaABAg,"Thank you, Lex.",@bonniekavoussi4787,0.0,2022-12-19T15:16:21Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzktjlANEow67y0jiF4AaABAg,YOUR AMAZING SING ME SOME SONGS 🌍✨🌃🤟🙏🦅🦉,@sXcSigMa3367,0.0,2022-12-17T01:13:43Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyZcEXY23CkOoTUPGh4AaABAg,"Lex, such a great poet... the music.... weeeeelllll  ?  It&#39;s a little Leonard Cohen but you deserve something somewhat different.  Not sure... I may get back to you with this tune.  I love the lyrics.  Thank you.",@Sig.Angelina9765,0.0,2022-12-16T13:17:12Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxIsQAK3pKExDT0BQN4AaABAg,I’m impressed,@The5thGen,0.0,2022-12-13T07:12:30Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzI31amWqjW8Jbju3F4AaABAg,My grandad would have loved you 😥,@libbylepage2323,0.0,2022-12-11T20:33:11Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxO5jyZy-z698gahPF4AaABAg,Johnny Cash meets Leonard Cohen.,@deepstrasz,0.0,2022-12-11T18:40:52Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzH7oB8RU91r183jhJ4AaABAg,Something in your style and delivery reminds me of Johnny Cash Lex. Nice job!!,@ericboehmer147,1.0,2022-12-10T15:07:56Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzvCwFrrDTAzO1J2AN4AaABAg,"My God, Lex, that was epic and beautiful.",@CoolhandLuketheCarnivore,1.0,2022-12-10T06:24:21Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgynOlO4ppvshW6ydc14AaABAg,"Take Cash singing Hurt, add in a bit of Simple Man, and Leonard Cohen...",@rfphill,1.0,2022-12-08T21:27:39Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgydDR0YG-ALDesOEJx4AaABAg,"You&#39;re a beautiful soul,  a beautiful mind and a beautiful man.",@purblueple,3.0,2022-12-06T15:27:17Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzrdS_wCkewgFmDTzR4AaABAg,"Lost in madness, found love inside sadness. <br>We’re all the same <br>Loch Ness Monster that needs to feel safe at home.",@Ryanswers,0.0,2022-12-06T04:22:36Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzdAix0EXaHibrlzHV4AaABAg,Thank you Dr. Fridman for all that you do,@ggg-et1gq,3.0,2022-12-04T03:26:43Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugx7Dw9OYgUBrBv73FJ4AaABAg,awesome.. very western...,@NoCoverCharge,1.0,2022-12-03T05:07:53Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzE9ODj2-sM6JFpVpV4AaABAg,"&quot;don&#39;t lose yourself to madness, the way out is love&quot; what a beautiful line that reflects you&#39;re character. truly sung with heart and soul.",@grapple4352,14.0,2022-11-30T09:30:11Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyTPPss4BL1ZIDY3IN4AaABAg,You are a man of many talents! :D,@DeconvertedMan,0.0,2022-11-28T12:52:25Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugyv1zIkH-Jvgl6VfWZ4AaABAg,Legit terrible! 😂,@letmeknowhowthatgoes,1.0,2022-11-23T00:57:01Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgztzZf3nhpuSIRBvuF4AaABAg,Your so cute 😍 and very talented!,@locdout80sqt26,0.0,2022-11-16T11:04:49Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugznf1WHTePuZPAEC3R4AaABAg,I have never commented on any youtube clip...but your talent got me in a mood tonight....thankyou for the emotions brother..fellow lost soul.,@MiguelMorales-mi3po,0.0,2022-11-15T07:26:52Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyCGcBnkM_V0zyAQft4AaABAg,You have a beautiful voice. Thank you.,@toonsster,0.0,2022-11-12T20:49:42Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwemcEPF_s915ol2g14AaABAg,always wanted to heard leonard cohen and jonhy cash together... there you go... thanks so much! this say a lot about your soul..keep rocking free!,@miao6487,0.0,2022-10-20T01:57:59Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugw99DJ5mDaDW18kZCR4AaABAg,Lex is my favourite guy,@bigdog2432,0.0,2022-09-28T08:16:53Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugyyxs_ClnROSN3QEUt4AaABAg,"Just as Ariel Durant said “A great civilization is not conquered from without until it has destroyed itself from within.”, it is true for a civilization as it is for a human, as you said &quot;...when the enemy is inside us we&#39;re together but alone&quot;.",@Snezana81,0.0,2022-09-25T01:12:40Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugyn1T9IP0vpxU8_RaJ4AaABAg,His imagery in melody falls upon the heart like haunting snowflakes that never melt.,@juneshasta,0.0,2022-09-17T01:01:34Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxeVcN5SAa8Iog9agl4AaABAg,"This is so cool. I went mad and started hearing voices, but they say love is the answer alot soo it&#39;s not all bad I guess? Lol",@sallyanne3630,0.0,2022-09-13T14:09:00Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyZ5MAh5g43y66HJIJ4AaABAg,Love your style!,@dinebonte4014,0.0,2022-09-02T10:15:37Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzhDVrHqXZNPNrKcFV4AaABAg,Haha nice ! 😍 I got inspired 😎,@miss-ida-j6888,0.0,2022-08-26T08:14:28Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugwn7vtrRpXPkfUUmPh4AaABAg,"Ok Lex, i had a rough couple nites. Now I am unsure about something, have you and i ever spoken?, Like last week and never finished cause i disappeared....i lost myself to madness, my friend, and I am not sure if you and i were discussing things in my lostness while i ended up having to be carried out, say in a hospital for 4 days and it&#39;s been longer and i still feel like shit. I may have hallucinated the whole thing(that, to me, would make sense and it&#39;ll turn into deja Vu). Let me know if you and i spoke last week, please. Ty Lex",@josephkincaid8748,0.0,2022-08-24T07:30:19Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwK9fiaEN4gB0nuqvB4AaABAg,This song is amazing. Powerful lyrics.,@anthonyporporino,0.0,2022-08-17T16:38:53Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugw9JWt20WARW8lb4sJ4AaABAg,These lyrics seem to have floated from the heart of your Grandfather into this time and place and came to rest beside me. Thank you.,@NoOneinparticularIsaok,2.0,2022-08-16T21:30:24Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwDYAcl5fMGWQUe4554AaABAg,Love this Lex!,@garypowermusic,0.0,2022-08-16T04:10:11Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyUXn_uTIsSzeTtYtV4AaABAg,Good effort Lex! Please keep singing… it will happen! Loved it!,@Vision4Expansion,0.0,2022-08-13T00:28:35Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzXH04WWWh1tb_4qJZ4AaABAg,🥰,@lucillebaird7109,0.0,2022-07-29T22:21:05Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugxp6YYutylx3IG1VE54AaABAg,So good!!! I can hear Johnny Cash &amp; melody reminds me of Hurt!!!,@christineuniversexy,1.0,2022-06-29T20:18:06Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxGbTypRgzQtKzWJM54AaABAg,"Уважаемый Сэр Лёша! Сыграй на пианино, пожалуйста :) Гитара - это хорошо, но гитара+пианино=мощь, ты же умеешь? Удачи тебе. Спасибо. -Надя",@user-di1ce7cu6x,0.0,2022-06-08T08:36:55Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzKl5AFkrYz_FfZufV4AaABAg,"Had I the heavens&#39; embroidered cloths,<br>Enwrought with golden and silver light,<br>The blue and the dim and the dark cloths<br>Of night and light and the half light,<br>I would spread the cloths under your feet:<br>But I, being poor, have only my dreams;<br>I have spread my dreams under your feet;<br>Tread softly because you tread on my dreams.",@elifece7847,0.0,2022-06-07T07:29:05Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwDXYJXhve6dbwZVdR4AaABAg,👍👍👍,@formercanadiancitizen4756,0.0,2022-05-23T19:06:43Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzEu9qdvyVw9nzCKnp4AaABAg,Been following your podcast for a month or so now and enjoy it immensely.  I appreciate the message of this tune.  And glad u shared it.  All my Best to you Lex!,@folksongpreacher2255,0.0,2022-05-18T17:50:51Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyjezRLI_xdee_CT5F4AaABAg,How did I not already know this guy for his music first!! Damn!!!,@jennifermommy9373,0.0,2022-05-16T06:57:40Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyJpO_b-rgkbJS6zJx4AaABAg,I feel this.,@jengrly420,0.0,2022-04-17T06:47:32Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwXUZlJNVkhEoO8YpR4AaABAg,Love ❤️♾❤️,@msunderstanding3198,0.0,2022-03-18T18:27:17Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwssxSFqw7gDXm8ahp4AaABAg,🌈🌈🔥🔥,@tarotreaderash888,0.0,2022-03-02T06:59:21Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzjLKFrQjzxj0uJ4Qd4AaABAg,Coming back to this in difficult times...,@lorenz8051,0.0,2022-02-27T19:06:41Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugxnh3rtRqf3VJBck454AaABAg,"Afigenno!Slushayu i slushayu! Slova ochen xoroshie i vse krasivo slozil! Moy ded s Mamennoi storoni v gulage byl i Mama ego v pervye vstretila kogda ey bylo 8 let... Ech, vspominanye!!<br><br>Tak i dalshe!<br><br>Adam",@boosted242,0.0,2021-11-24T20:05:41Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugx9Sr2nDO9_y5y0hDt4AaABAg,"Just have come across your podcast. Watched about a (In Theory) and hour and a half  of a  Stephen Wolfram podcast. Started a few others. Watched the whole clip of you and your father. Watched you playing simple man (Which I am)  and now this song. This is string theory I can sink my teeth into. NOW, get your dad to learn to play the Bass and start a band. &quot;Plasma&quot;",@fordjubilee,0.0,2021-11-12T10:25:18Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyXvRSBxTasOcOIPIJ4AaABAg,Beautiful 👊😌❤🌍,@hihowareyou0000,0.0,2021-11-02T15:11:04Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxV9bBLyU6LYuCCpcl4AaABAg,Moved to tears. Thanks Lex 🤲,@SoBayK80,0.0,2021-10-17T17:26:35Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzAxDG-dLEyOe5wH7t4AaABAg,"Thank You sweet Lex! <br>a synchronized DEVINE Gift. Your song, a Blessing that filled my heart with a glowing warm smile.  thank you",@cynthiafrey9953,0.0,2021-10-16T21:30:50Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyowV1h4hRPLPAbRnh4AaABAg,Beautiful man. I&#39;m lucky for existing together with you.,@Gachuiri2,0.0,2021-09-07T22:16:31Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyaVDVWhRSK6qV_AMF4AaABAg,This was absolutely amazing.  Breathtaking would love more,@markeljan,1.0,2021-08-09T03:17:40Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgwfG2m05DcVnLu5Qo54AaABAg,I appreciate you Lex!,@nataliamarzocca7356,0.0,2021-08-03T14:39:40Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyI39tv3PxaZL8cXDV4AaABAg,Beatiful work,@unknownentity8256,0.0,2021-06-27T17:25:02Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxnSsiPv0eEqkH5rW94AaABAg,"Lex. I&#39;d love to publish some of your poetry someday in SPECTRA mag (spectrapoets.org). Always seeking scientists/poets using language to unveil truth. Never publish solely based on identity, the point is the poetry, so it better be good, like this. ^ :) Please get in touch if you have any more poems to share: editor@<a href=""http://spectrapoets.org/"">spectrapoets.org</a> xx, Erica",@etavey,0.0,2021-06-27T15:24:16Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyBHUf1Xl7u_aNtk2d4AaABAg,Beautiful,@brewn0te,0.0,2021-06-13T01:15:36Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxSK3XU3FkF7PE3CS54AaABAg,"On Deezer, please ! 😎",@johnkardier6327,0.0,2021-06-09T16:12:40Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugw5GJaOU1_7IvRW1zR4AaABAg,My great grandfather was blown up by a bomb hitting some railroad tracks in Ukraine during ww2.,@youtubesucksd1cks,0.0,2021-06-09T01:20:52Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugz5A7jS2uNYCVerdSl4AaABAg,Multi talented 🤍🖤🤘,@noramuldowney2721,0.0,2021-06-07T09:07:25Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzB5csmhwzgPxNhVeh4AaABAg,Beautiful Lex. Beautiful!,@PHOENIX-ki5cz,0.0,2021-05-20T17:05:58Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugz29DnPtiD9F3keddB4AaABAg,Wow very nice I play guitar as well you are talented!!!!!!!,@GrandmasterUV,0.0,2021-05-12T06:01:57Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugw6jLwF74Ora-lZ_8t4AaABAg,raw and intimate and personal thank you,@kalebsapien1266,0.0,2021-04-05T07:10:47Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugxf4CRaz70jIWm7S_J4AaABAg,My grandfather served and was at the victory parade.  rip Papou.,@Michael-wz7kw,0.0,2021-03-27T15:52:32Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugxk7iLFMw-dJS6-xAB4AaABAg,"Say what you want about profession, i have tears in my eyes.<br>Thx Lex",@beomueslimasterchief2748,1.0,2021-03-20T01:28:15Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugz6qzg8PzIax4AWn1p4AaABAg,are you singing inside of a canon ball?,@rezhampleh3597,0.0,2021-03-19T19:06:12Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugwf0JG88G015KgvBD94AaABAg,Amazing!,@_SanjayBiswas,0.0,2021-03-17T05:19:29Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyEidGOhmeKIQqlJd14AaABAg,I like it. Soft and mellow.,@davidperry5078,1.0,2021-03-03T02:37:54Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugx3BuPfnacHs5fzVpN4AaABAg,"Am, C, G, Am",@user-qp2hz1vu6b,2.0,2021-03-02T13:51:03Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugx8RxWFO1lDh7KJ2gV4AaABAg,"Hey, first time seeing this song but id love to learn it!! If you can post lyrics and chords somewhere that would be so cool",@soopurp1435,0.0,2021-02-27T17:42:39Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzidqaSlDqetc40f614AaABAg,Absolutely terrible,@Yaboiskinnyp6969,2.0,2021-02-22T17:02:04Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgznMG4OK4SbvoXAKQF4AaABAg,"Beautiful words of survival in a sometimes-brutal world, where love unleashed leads us to a better place.  Thanks for sharing, Lex.",@josephkwalker,0.0,2021-02-20T02:25:59Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugw9nq8WqVIlzioRf4F4AaABAg,"Beautiful! Your voice made me think of Mark Knopfler&#39;s. I would love to hear you sing Dire Straits! &quot;On every street&quot;, for example :)",@molkover,2.0,2021-01-28T17:02:13Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxGHMrzevOT8sK-nvJ4AaABAg,Thanks Lex for your dedication to all of us . You are a beautiful soul!!!!!,@eawil-sunart,2.0,2021-01-28T04:02:11Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgxJ3jCVG1GIPnrUGOV4AaABAg,"What a beautiful song, thank you for making this!",@vibecheck663,2.0,2021-01-14T10:32:37Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgyhyP6pub50MK-rDXB4AaABAg,Very Leonard Cohen’esk.. @LexFridman Great Job 🤟🏼😎🤙🏼,@handsdownclothingco.5891,0.0,2021-01-10T04:47:37Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,Ugw7KM-s3VMdP-veJuV4AaABAg,"I&#39;ll be honest, your not good at singing. I still really enjoy the song and the lyrics. Not all songs have to sound good, in order to be considered good music. I really hope you do more songs, thanks for the upload!",@marcharter839,0.0,2020-12-29T22:42:16Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
UfMyp1wFgxE,UgzVs-dYlFB7oyox--54AaABAg,Cohenesq...bravo!,@theapostrophewrecks3589,0.0,2020-12-12T23:47:48Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
